1	47
2	60
3	79
4	72
5	52
6	42
7	61
8	37
9	37
10	33
11	30
12	17
13	24
14	21
15	22
16	15
17	9
18	6
19	4
20	4
21	6
22	7
23	4
24	12
25	4
26	4
27	4
28	2
29	2
30	3
31	1
32	2
33	1
34	3
35	1
36	1
37	2
38	2
39	1
